review_title,ratings,review_comment,size,asin
Loved it,5.0,"zip length is prefect, Best for new mom .. summer friendly fabric … comfy, stlyish and perfect for feeding",L,B0C81WMGDY
Very comfortable,5.0,This kurti is very comfortable to wear. Breathable soft fabric. Ideal for lactating mothers.,L,B0C81WMGDY
Loved it,5.0,"The media could not be loaded.
                



 Loved the material and the kurti is so comfortable and beautifulIt gives us very elegant look",L,B0C81WMGDY
Excellent quality,5.0,The media could not be loaded.,XL,B0C81WMGDY
Awesome quality,5.0,"This is a very good product and I like the dress, size fits well, perfect to go for if you are new mom..",M,B0C81WMGDY
Nice One,5.0,"The design of the Feeding Kurti is truly impressive. It seamlessly combines fashion and functionality, allowing to discreetly nurse baby in public without drawing unwanted attention. hidden zipper  for breastfeeding are cleverly integrated into the stylish patterns making it nearly impossible to distinguish it from regular trendy kurtis",M,B0C81WMGDY
Amazing,5.0,"I recently purchased the feeding kurti from Oriri, and I must say that I'm thoroughly impressed with its quality, design, and functionality. As a new mom, finding clothing that combines comfort and style while also catering to my nursing needs can be quite a challenge. However, this feeding kurti exceeded my expectations on all fronts.",M,B0C81WMGDY
Lovely product,5.0,"most liked thing about this kurti is it has jaipur printing, material also good, overall like it",M,B0C81WMGDY
A fantastic blend of fashion and functionality,5.0,Its very convenient for breastfeeding without compromising on style or comfort as you don't have to hassle with readjusting clothing or using nursing covers constantly.,2XL,B0C81WMGDY
Good,3.0,Transparent one,L,B0BK1Q3CPX
Decent kurti,5.0,"Good quality cotton, lite weight kurti and nice zips",XL,B0BK1Q3CPX
Quality is good,5.0,But dont put lace near hands n in middle. Baby will get irritation from that lace.,3XL,B0BK1Q3CPX
Not good,2.0,Quality not good,2XL,B0BK1Q3CPX
Nice,5.0,Accurate and nice fitting. Quality is good as expected.,4XL,B0BK1Q3CPX
Good product,5.0,Product is good... Quality of fabric is good too... Zips are also fine.,XL,B0BK1Q3CPX
Nice,5.0,Good quality and nice to wear maternity kurta.,M,B0BK1Q3CPX
It’s not cotton it looks cheap material,3.0,Fabric is poor. Not cotton and looks faded. We can use it in the home. Not worth to wear it outside,3XL,B0BK1Q3CPX
Good,5.0,I like the product,4XL,B0BK1Q3CPX
Fabric quality,1.0,"Fabric quality is not up to mark. Too expensive to buy such low standard fabric.quality critically compromised.And above all,when you try to return the item,they will keep the return option available.",3XL,B0BK1Q3CPX
पुराना,1.0,मुझे बहुत पुराना सा लगा बटन भी टूटी इसका साइज बहुत बड़ा भी है इसलिए प्रोडक्ट वापिस किया गया। प्लीज अच्छा प्रोडक्ट भेजे इससे दोनो का समय बरबाद होता है और फायदा किसी को नहीं।,L,B0BK1Q3CPX
Quality issue,1.0,Quality is not good and length is too long,M,B0BK1Q3CPX
Good quality,4.0,Quality of the material is good. Loved the design.,L,B0BTC6T85H
Material and zip quality,5.0,Quality of material and zip is good,M,B0BTC6T85H
Good item,5.0,I like the material so comfy,4XL,B0BTC6T85H
Good Quality,5.0,Good quality cloth and design. Colour is intact after washing. Best thing is the good size of the zipper making it convenient for use.,L,B0BTC6T85H
Superb,5.0,Quality is very good.,XL,B0BTC6T85H
Worth it,5.0,Material and color is good,XL,B0BTC6T85H
Review,5.0,Product quality is good,2XL,B0BTC6T85H
Good material,5.0,"Size,Material and Colour is superb",3XL,B0BTC6T85H
Loved it,5.0,Very bright and good fit,3XL,B0BTC6T85H
Nice product go for it,5.0,Pure cotton and fabric is good fitting also nic🙂,XL,B0BTC6T85H
Nice,5.0,Nice,XL,B0BTC6T85H
Not thick material,3.0,In bright daylight it's see through. And since it's feeding dress you cannot wear or get a lining for it,L,B0BTD7MNBX
Product is good but pathetic service by amazon,3.0,I was waiting for this dressfor so many days as my size was not in stock and I placed the order as soon as M size available. Still they deliver me L size which is loose for me and now I want to exchange but M is not in stock. Cherry on the top is when I placed return and refund request no one came to doorstep or called me for pickup and they mark the remark that price tag was missing on their own. Dress was nice but service is pathetic,no size,B0B6HGT8L5
Nice colour and nice fabric,5.0,It's a good quality product and looks exactly as it's displayed in Amazon. My wife liked it,no size,B0B6HGT8L5
Not good quality,2.0,"Clothe is not good quality, colour is going for every wash",M,B08R64WKQ6
Average,2.0,Not as bright as looking in picActually it's a maroon shade,M,B08R64WKQ6
Best product,4.0,Best for ledies,2XL,B08L8YB3QS
Nice dress,4.0,Nice dress and quality is also good,3XL,B08L8YB3QS
Not up to the mark,3.0,It's not a Cotton and looking like nighty.,M,B08L8YB3QS
Not bad,3.0,Un like,L,B08L8YB3QS
Color changes,2.0,Not buy,2XL,B08L8YB3QS
Print on the cloth,2.0,Print on the cloth lost after 2 or 3 wash and later dress looks very old.,3XL,B08L8YB3QS
Good,5.0,Good,S,B08L8YB3QS
Nice,4.0,Useful for new mom's...,XL,B08L8YB3QS
U cannt return the product,2.0,"You have the option to return but you cannt return because they will update the return cancelled due to price tag missing without checking why because at the time of sending you will not send you the same. Super strategy, its better to mention no return. Product quality is not up to mark as per price. Beware",M,B08L8YB3QS
Received a completely different Color,3.0,Received brown colored dress different to what I ordered but loved it too especially the softness and confort,no size,B08L8YB3QS
Cloth,2.0,Quality not satisfied,no size,B08L8YB3QS
Print shaded waste of money,1.0,Not a cottonPrint shaded in just one washVery disappointed waste of money,XL,B08L8YB3QS
Nice kurti with quality,5.0,This kurti is just awesome and length is so good that you can wear it as a one piece. .,M,B08L8YB3QS
Not worth buying,2.0,"The product is too small for the size,then the print got faded away just after the first wash and the stich near the neck was not properly done.also the ribbons were too short.overall a very bad purchase.",M,B08L8YB3QS
Prints are washed away after 3 wash,2.0,,M,B08L8YB3QS
Good quality,4.0,"Good quality, but it's too long for short people, those who are below 5.4"" height",no size,B08L8YB3QS
Good 👍,5.0,Good good,L,B08L8YB3QS
Size verry larze,4.0,Big size,XL,B08L8YB3QS
Material quality not worth with price,3.0,"Its not bad ,,but cannot wear to go outside  and price is little high according to quality,,,material is thin",L,B08L8YB3QS
Good dress. Good Fit,3.0,"Fit is good. Delivery was fast. Colour & design everything is exactly as shown in picture. Only thing is it doesn't have any flap covering the zip on both sides from inside which kind of irritates the skin or chest area beneath it making it uncomfortable. I found other brands better than this at same price, due to this problem. I hope they add a cloth flap or something for others to benefit.",M,B08L8YB3QS
"Zip is short,,,so problem in feeding",4.0,Dislike it because of short zip,L,B08L8YB3QS
Not Satisfied,2.0,print gone after few days of use,XL,B08L8YB3QS
Exactly As expected,5.0,Nice cloth and design. Useful and fashionable for nursing moms,2XL,B08L8YB3QS
Extra threads were there on gown,3.0,Threads are coming out,no size,B08L8YB3QS
The print faded just in one wash,3.0,The white print faded and got spread on the whole dress even after reverse washing.,L,B08L8YB3QS
Zip is too short,3.0,"Zip is short, not comfortable for feeding purpose.",2XL,B08L8YB3QS
Good...,4.0,Overall good,no size,B08L8YB3QS
Little thin,3.0,"Colour is good but its little see through,i liked its colour,so not returned it",no size,B08L8YB3QS
Good one and comfort but little costly,4.0,Size fit,S,B08L8YB3QS
Good,4.0,"Product is good, Stitching and zip are intact, but colour bleeds a lot..Should use colour guard for first wash...",L,B08L8YB3QS
Average quality,3.0,Not like that as  shown in pic,3XL,B08L8YB3QS
Very good,4.0,It's a really good product. I bought it after giving birth when I couldn't go out due to the covid situation. It's so good that the I bought the same dress in two colours.,L,B08L8YB3QS
Good one,4.0,The  stuff is giid and comfortable but the only issue is it is slightly tight from arms for that reason i deductedone star.... otherwise colour and pattern is as shown... worth buying...,2XL,B08L8YB3QS
Quality is too poor,3.0,Material quality is very very poor. Not as expected.,L,B08L8YB3QS
Print on the fabric started fading  away from the first wash,2.0,The fabric is good but the print starts to fade away from first wash and it was completely gone after 4-5 washes.,M,B08L8YB3QS
Poor quality,1.0,Not nice,XL,B08L8YB3QS
Print doesn't last a few washes,3.0,Print started fading from 2nd wash,L,B08L8YB3QS
Just average,3.0,Dress started to bobble after first wash,no size,B08L8YB3QS
Good cloth but colour faddeing very fast,3.0,Okay but colour not guaranteed,M,B08L8YB3QS
Product quality is good,4.0,Product quality is good and need more dresses in same price category.,2XL,B08L8YB3QS
It's so perfect,5.0,Wow!! Oh my god!! I didn't expect this quality and fitting for this price.. its so perfect... and so much comfortable to wear in pregnancy and also during feeding.. colour doesn't fade out. Cloth doesn't shrink.. can very well wear out for hospital checkups .. comfortable to wear at home too..,XL,B08L8YB3QS
Shrinking and leaving color,3.0,"We had bought same brand dresses which were really good but, this particular product is leaving color and getting shrink at each wash. Disappointed little.",S,B08L8YB3QS
Zip length is very small,4.0,"Kurta is nice, but zip length is too small to serve it's feeding purpose.",M,B08L8YB3QS
Good product but color fades,4.0,Cloth quality is very soft.  Fitting is also gud. But color goes,M,B08L8YB3QS
Perfect fitting and Quality is also very good,5.0,The quality of this kurti is very good. Pure cotton and fitting is perfect.The main purpose of this kurti is feeding which it serves very well.,no size,B08L8YB3QS
Not bad,4.0,Like this product,2XL,B08L8YB3QS
Waste of money,3.0,Please don't this product .,XL,B08L8YB3QS
Very good,4.0,Good,M,B08L8YB3QS
Worth of money 👗,4.0,,XL,B08L8YB3QS
Over all good..,4.0,Kurta is good. Serves the purpose well. Zip should be more smooth so that we can manage with one hand..you have to use both the hands to close the zip.More then kurta it looks like maxi.,2XL,B08L8YB3QS
Not satisfied,3.0,White colour paint work is not long lasting,3XL,B08L8YB3QS
Waist Belt missing,2.0,I have received the dress without waist belt,3XL,B08L8YB3QS
Nice product,4.0,Nice product,M,B08L8YB3QS
Love this product,4.0,Product quality is good .,L,B08L8YB3QS
Good product,3.0,Good product but colour is leaking,M,B08L8YB3QS
Wrinkle free fabric..nice fit..zip works well.,5.0,What i liked the most about this top is its fabric is wrinkle free...colour is very nice...even after few washes rhe colour n fabric is in tact...zip works well for feeding...must buy top for moms.,L,B08L8YB3QS
Very gud cloth and fitting,4.0,Very nice fitting and comfort worth buying,M,B08L8YB3QS
Really good,4.0,I like it...its good you can go for it..it fits really well ....,S,B08L8YB3QS
Overall good,4.0,"It's comfortable, colour same as in the pic, also it was fitting as expected..but during hot season, it u feel too hot wearing this",M,B08L8YB3QS
Useful for nursing moms,5.0,"Good and useful, color is same as shown in pic",XL,B08L8YB3QS
Choose large size than usual.,4.0,Everything is OK but had to choose larger size then usual.,M,B08L8YB3QS
"I bought two kurtis - one is yellow which is cotton and little heavy, thick",3.0,"Lookwise kurta is perfect and serves purpose of feeding with chain on front side as shown...what I din like is heaviness of material..it is too heavy to wear, wash and carry",no size,B08L8YB3QS
Very good matiral and perfect fit,4.0,Very good matiral and perfect fit,L,B08L8YB3QS
Colour and appearance,4.0,Colour and appearance,2XL,B08L8YB3QS
Excellent product please go for it,5.0,Material is so soft..go for it,3XL,B08L8YB3QS
Nice,4.0,Nice,3XL,B08L8YB3QS
Good material but overpriced,3.0,Good material but over priced,XL,B08L8YB3QS
Not bad,3.0,It releases color with every wash.,M,B08L8YB3QS
Good,4.0,It's..soft and comfortable,M,B08L8YB3QS
Very good product,5.0,Very nice fabric.comfort,L,B08L8YB3QS
Comfortable,4.0,Material is soft and stitching is good. As my height us 5.1 its like maxi for me. Need to alter. However does the job good.,M,B08L8YB3QS
Bad quality,2.0,Dislike,no size,B08L8YB3QS
Beautiful colour and fabric,4.0,Good quality must buy,XL,B08L8YB3QS
Nice dress quality is good,4.0,Nice dress quality is good,2XL,B08L8YB3QS
Nice buy,5.0,Good fit and nice color. The color doesn’t go after washing as well. Totally happy,no size,B08L8YB3QS
"Overall, it is a good product.",4.0,Product is very good. Quality is as expected.,2XL,B08L8YB3QS
Quality of the material nd zip quality is good,5.0,Good one,XL,B08L8YB3QS
Good,4.0,Good,M,B08L8YB3QS
Perfect stitching,5.0,"Very nice material, stitching.Colour is same as the picture.",2XL,B08L8YB3QS
Good fabrics,4.0,"Fitting is not as per requirements,  very good and comfortable fabrics",S,B08L8YB3QS
Quality product,5.0,"Looks nice and fits to size, quality stays after multiple wash. Good print and colour",XL,B08L8YB3QS
Worth buying,4.0,The product is worth the money.. color and designs are as on picture.. but the cloth is little bit rough,no size,B08L8YB3QS
Do not buy this product,1.0,Worst,2XL,B08L8YB3QS
Quality is good,5.0,Received as shown in picture. Looks very nice and quality as well. Fitting is perfect. Measurements which are given in the picture is very helpful.,XL,B08L8YB3QS
Good product,4.0,Same as expected,XL,B08L8YB3QS
Very satisfactory purchase,5.0,From the wife——-Perfect fit.. very comfy to nurse and.. zipper quality is good(used the kurta very minimally though)... awesome ease of use- you can simply hold the shoulder with your cheek and zip it up with jus one hand while you have the baby on the other ... unsure about machine wash as i always handwash ...,XL,B08L8YB3QS
